,actual
2013-12-16 00:00:00,346.46027
2013-12-16 00:10:00,335.47937
2013-12-16 00:20:00,321.91083
2013-12-16 00:30:00,286.60004
2013-12-16 00:40:00,299.6622
2013-12-16 00:50:00,247.8545
2013-12-16 01:00:00,235.49236
2013-12-16 01:10:00,268.69864
2013-12-16 01:20:00,252.07263
2013-12-16 01:30:00,218.37958
2013-12-16 01:40:00,231.68237
2013-12-16 01:50:00,209.62328
2013-12-16 02:00:00,209.11711
2013-12-16 02:10:00,235.20218
2013-12-16 02:20:00,214.24268
2013-12-16 02:30:00,207.96501
2013-12-16 02:40:00,218.90169
2013-12-16 02:50:00,192.52118
2013-12-16 03:00:00,199.50375
2013-12-16 03:10:00,205.08748
2013-12-16 03:20:00,198.84103
2013-12-16 03:30:00,199.28387
2013-12-16 03:40:00,209.12245
2013-12-16 03:50:00,184.26079
2013-12-16 04:00:00,201.11852
2013-12-16 04:10:00,209.11015
2013-12-16 04:20:00,183.43298
2013-12-16 04:30:00,199.95718
2013-12-16 04:40:00,200.8317
2013-12-16 04:50:00,179.1481
2013-12-16 05:00:00,210.14604
2013-12-16 05:10:00,205.14394
2013-12-16 05:20:00,189.92653
2013-12-16 05:30:00,202.23596
2013-12-16 05:40:00,209.58281
2013-12-16 05:50:00,187.69508
2013-12-16 06:00:00,199.13739
2013-12-16 06:10:00,207.1426
2013-12-16 06:20:00,193.52405
2013-12-16 06:30:00,233.35507
2013-12-16 06:40:00,318.2609
2013-12-16 06:50:00,289.03192
2013-12-16 07:00:00,270.34906
2013-12-16 07:10:00,247.3762
2013-12-16 07:20:00,269.40012
2013-12-16 07:30:00,277.7562
2013-12-16 07:40:00,299.50864
2013-12-16 07:50:00,318.23898
2013-12-16 08:00:00,395.32358
2013-12-16 08:10:00,432.19437
2013-12-16 08:20:00,419.68817
2013-12-16 08:30:00,572.12714
2013-12-16 08:40:00,695.292
2013-12-16 08:50:00,704.80206
2013-12-16 09:00:00,789.2132
2013-12-16 09:10:00,869.79865
2013-12-16 09:20:00,834.4705
2013-12-16 09:30:00,946.5521
2013-12-16 09:40:00,943.6082
2013-12-16 09:50:00,961.70447
2013-12-16 10:00:00,1011.9496
2013-12-16 10:10:00,947.59705
2013-12-16 10:20:00,1048.656
2013-12-16 10:30:00,1179.4794
2013-12-16 10:40:00,1383.9191
2013-12-16 10:50:00,1328.7417
2013-12-16 11:00:00,1379.0597
2013-12-16 11:10:00,1550.8689
2013-12-16 11:20:00,1559.0098
2013-12-16 11:30:00,1864.4413
2013-12-16 11:40:00,1848.016
2013-12-16 11:50:00,1709.3956
2013-12-16 12:00:00,1961.1587
2013-12-16 12:10:00,2086.6458
2013-12-16 12:20:00,1910.0787
2013-12-16 12:30:00,2116.088
2013-12-16 12:40:00,2292.748
2013-12-16 12:50:00,2109.0095
2013-12-16 13:00:00,2360.4448
2013-12-16 13:10:00,2505.1448
2013-12-16 13:20:00,2585.238
2013-12-16 13:30:00,2969.4912
2013-12-16 13:40:00,3057.33
2013-12-16 13:50:00,2938.056
2013-12-16 14:00:00,2866.0693
2013-12-16 14:10:00,2798.73
2013-12-16 14:20:00,2803.0942
2013-12-16 14:30:00,2646.8398
2013-12-16 14:40:00,2462.6577
2013-12-16 14:50:00,2350.5298
2013-12-16 15:00:00,2328.2556
2013-12-16 15:10:00,2480.4858
2013-12-16 15:20:00,2310.5579
2013-12-16 15:30:00,2615.6436
2013-12-16 15:40:00,2538.4106
2013-12-16 15:50:00,2448.4736
2013-12-16 16:00:00,2772.0134
2013-12-16 16:10:00,2690.5195
2013-12-16 16:20:00,2592.648
2013-12-16 16:30:00,2785.3909
2013-12-16 16:40:00,2619.2588
2013-12-16 16:50:00,2633.5862
2013-12-16 17:00:00,2544.4758
2013-12-16 17:10:00,2674.0369
2013-12-16 17:20:00,2557.1147
2013-12-16 17:30:00,2391.7551
2013-12-16 17:40:00,2553.3018
2013-12-16 17:50:00,2696.6914
2013-12-16 18:00:00,2386.3591
2013-12-16 18:10:00,2363.5815
2013-12-16 18:20:00,2429.09
2013-12-16 18:30:00,2416.3306
2013-12-16 18:40:00,2332.474
2013-12-16 18:50:00,2197.7908
2013-12-16 19:00:00,2127.233
2013-12-16 19:10:00,2131.437
2013-12-16 19:20:00,1931.2819
2013-12-16 19:30:00,1857.6205
2013-12-16 19:40:00,1720.8192
2013-12-16 19:50:00,1719.8895
2013-12-16 20:00:00,1494.5803
2013-12-16 20:10:00,1387.2498
2013-12-16 20:20:00,1310.2693
2013-12-16 20:30:00,1161.1024
2013-12-16 20:40:00,1097.7888
2013-12-16 20:50:00,1052.0192
2013-12-16 21:00:00,966.36255
2013-12-16 21:10:00,789.50476
2013-12-16 21:20:00,889.26215
2013-12-16 21:30:00,790.8689
2013-12-16 21:40:00,795.4714
2013-12-16 21:50:00,769.1047
2013-12-16 22:00:00,695.05756
2013-12-16 22:10:00,614.0004
2013-12-16 22:20:00,642.0887
2013-12-16 22:30:00,682.7367
2013-12-16 22:40:00,582.5713
2013-12-16 22:50:00,860.383
2013-12-16 23:00:00,633.47144
2013-12-16 23:10:00,543.3787
2013-12-16 23:20:00,597.4092
2013-12-16 23:30:00,610.54474
2013-12-16 23:40:00,333.73605
2013-12-16 23:50:00,394.09174
2013-12-17 00:00:00,417.16583
2013-12-17 00:10:00,311.19092
2013-12-17 00:20:00,445.8625
2013-12-17 00:30:00,342.1666
2013-12-17 00:40:00,318.08646
2013-12-17 00:50:00,304.5793
2013-12-17 01:00:00,302.76498
2013-12-17 01:10:00,232.73166
2013-12-17 01:20:00,268.7748
2013-12-17 01:30:00,226.48288
2013-12-17 01:40:00,187.17807
2013-12-17 01:50:00,223.17186
2013-12-17 02:00:00,234.36075
2013-12-17 02:10:00,216.70508
2013-12-17 02:20:00,229.82294
2013-12-17 02:30:00,209.51703
2013-12-17 02:40:00,183.1384
2013-12-17 02:50:00,202.82635
2013-12-17 03:00:00,204.51138
2013-12-17 03:10:00,173.6049
2013-12-17 03:20:00,195.62657
2013-12-17 03:30:00,199.54
2013-12-17 03:40:00,188.96452
2013-12-17 03:50:00,206.67401
2013-12-17 04:00:00,213.5412
2013-12-17 04:10:00,164.3832
2013-12-17 04:20:00,205.71875
2013-12-17 04:30:00,189.8338
2013-12-17 04:40:00,165.30069
2013-12-17 04:50:00,211.25015
2013-12-17 05:00:00,207.73288
2013-12-17 05:10:00,186.83727
2013-12-17 05:20:00,212.57007
2013-12-17 05:30:00,199.12
2013-12-17 05:40:00,189.68364
2013-12-17 05:50:00,206.41656
2013-12-17 06:00:00,199.14429
2013-12-17 06:10:00,175.57236
2013-12-17 06:20:00,211.8952
2013-12-17 06:30:00,229.97296
2013-12-17 06:40:00,222.11827
2013-12-17 06:50:00,266.95535
2013-12-17 07:00:00,266.65775
2013-12-17 07:10:00,264.9794
2013-12-17 07:20:00,299.75565
2013-12-17 07:30:00,341.219
2013-12-17 07:40:00,302.00635
2013-12-17 07:50:00,336.06757
2013-12-17 08:00:00,375.19308
2013-12-17 08:10:00,397.58105
2013-12-17 08:20:00,489.18375
2013-12-17 08:30:00,534.24225
2013-12-17 08:40:00,660.0387
2013-12-17 08:50:00,617.42114
2013-12-17 09:00:00,824.7166
2013-12-17 09:10:00,862.9117
2013-12-17 09:20:00,903.38446
2013-12-17 09:30:00,993.2106
2013-12-17 09:40:00,1057.9623
2013-12-17 09:50:00,1036.0687
2013-12-17 10:00:00,1217.5115
2013-12-17 10:10:00,1188.2632
2013-12-17 10:20:00,1214.9235
2013-12-17 10:30:00,1532.3738
2013-12-17 10:40:00,1466.2656
2013-12-17 10:50:00,1664.7877
2013-12-17 11:00:00,1818.2192
2013-12-17 11:10:00,1694.582
2013-12-17 11:20:00,1874.442
2013-12-17 11:30:00,2035.2655
2013-12-17 11:40:00,2138.9644
2013-12-17 11:50:00,2250.6006
2013-12-17 12:00:00,2388.473
2013-12-17 12:10:00,2460.7341
2013-12-17 12:20:00,2415.1035
2013-12-17 12:30:00,2763.068
2013-12-17 12:40:00,2744.7373
2013-12-17 12:50:00,2774.4429
2013-12-17 13:00:00,3062.4578
2013-12-17 13:10:00,3291.7275
2013-12-17 13:20:00,3444.1062
2013-12-17 13:30:00,3373.3855
2013-12-17 13:40:00,3342.427
2013-12-17 13:50:00,3505.4324
2013-12-17 14:00:00,3803.9373
2013-12-17 14:10:00,3543.5137
2013-12-17 14:20:00,3208.6394
2013-12-17 14:30:00,3234.5732
2013-12-17 14:40:00,3110.6792
2013-12-17 14:50:00,3139.6963
2013-12-17 15:00:00,2945.2463
2013-12-17 15:10:00,2766.0857
2013-12-17 15:20:00,3100.9316
2013-12-17 15:30:00,3517.678
2013-12-17 15:40:00,3524.8948
2013-12-17 15:50:00,3358.1033
2013-12-17 16:00:00,3876.9597
2013-12-17 16:10:00,3759.0383
2013-12-17 16:20:00,3837.1492
2013-12-17 16:30:00,3774.914
2013-12-17 16:40:00,3495.1523
2013-12-17 16:50:00,3764.5986
2013-12-17 17:00:00,3746.0461
2013-12-17 17:10:00,3641.88
2013-12-17 17:20:00,3795.984
2013-12-17 17:30:00,3566.9695
2013-12-17 17:40:00,3228.277
